Starting CloudSim version 3.0
Broker is starting...
Datacenter is starting...
PeakPowerObserver is starting...
Entities started.
0.0: Broker: Cloud Resource List received with 1 resource(s)
[VmScheduler.vmCreate] Allocation of VM #91 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #91 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #91 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #91 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #91 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #91 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #91 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #91 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #91 to Host #21 failed by RAM
0.0000: VM #91 has been allocated to the host#22 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #92 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #92 to Host #22 failed by RAM
0.0000: VM #92 has been allocated to the host#23 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #93 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #93 to Host #22 failed by RAM
0.0000: VM #93 has been allocated to the host#23 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #94 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #94 to Host #22 failed by RAM
0.0000: VM #94 has been allocated to the host#23 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #95 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #95 to Host #22 failed by RAM
0.0000: VM #95 has been allocated to the host#23 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #96 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #96 to Host #23 failed by RAM
0.0000: VM #96 has been allocated to the host#24 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #97 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #97 to Host #23 failed by RAM
0.0000: VM #97 has been allocated to the host#24 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #98 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #98 to Host #23 failed by RAM
0.0000: VM #98 has been allocated to the host#24 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #99 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #99 to Host #23 failed by RAM
0.0000: VM #99 has been allocated to the host#24 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #100 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #100 to Host #24 failed by RAM
0.0000: VM #100 has been allocated to the host#25 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #101 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #101 to Host #24 failed by RAM
0.0000: VM #101 has been allocated to the host#25 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #102 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #102 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #102 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #102 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #102 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #102 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #102 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #102 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #102 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #102 to Host #9 failed by RAM
